Класс;Код Клиента;Квартал
активные приверженцы;2941631783;01.04.2016
без предпочтений;2941631783;01.07.2016
активные приверженцы;2941631783;01.10.2016
активные приверженцы;2941631783;01.01.2017
непостоянные приверженцы;2941631783;01.04.2017
активные приверженцы;2941631783;01.07.2017
без предпочтений;2941631783;01.10.2017
активные приверженцы;294467709;01.01.2016
активные приверженцы;294467709;01.04.2016
активные приверженцы;294467709;01.07.2016
непостоянные приверженцы;294467709;01.10.2016
без предпочтений;294467709;01.01.2017
непостоянные приверженцы;294467709;01.04.2017
непостоянные приверженцы;294467709;01.07.2017
активные приверженцы;294467709;01.10.2017
активные приверженцы;294573036;01.01.2016
без предпочтений;294573036;01.04.2016
без предпочтений;294573036;01.07.2016
непостоянные приверженцы;294573036;01.10.2016
активные приверженцы;294573036;01.01.2017
непостоянные приверженцы;294573036;01.04.2017
без предпочтений;294573036;01.07.2017
частичные приверженцы;294573036;01.10.2017
непостоянные приверженцы;294576988;01.01.2016
непостоянные приверженцы;294576988;01.04.2016
активные приверженцы;294576988;01.07.2016
непостоянные приверженцы;294576988;01.10.2016
без предпочтений;294576988;01.01.2017
активные приверженцы;294576988;01.04.2017
непостоянные приверженцы;294576988;01.07.2017
активные приверженцы;294576988;01.10.2017
активные приверженцы;2946043426;01.01.2016
активные приверженцы;2946043426;01.04.2016
активные приверженцы;2946043426;01.07.2016
активные приверженцы;2946043426;01.10.2016
без предпочтений;2946043426;01.01.2017
активные приверженцы;2946043426;01.04.2017
активные приверженцы;2946043426;01.07.2017
активные приверженцы;2946043426;01.10.2017
активные приверженцы;2950717136;01.01.2016
активные приверженцы;2950717136;01.04.2016
активные приверженцы;2950717136;01.07.2016
непостоянные приверженцы;2950717136;01.10.2016
активные приверженцы;2950717136;01.01.2017
активные приверженцы;2950717136;01.04.2017
непостоянные приверженцы;2950717136;01.07.2017
активные приверженцы;2950717136;01.10.2017
без предпочтений;2950880621;01.01.2016
активные приверженцы;2950880621;01.04.2016
без предпочтений;2950880621;01.07.2016
активные приверженцы;2950880621;01.10.2016
без предпочтений;2950880621;01.01.2017
активные приверженцы;2950880621;01.04.2017
без предпочтений;2950880621;01.07.2017
активные приверженцы;2950880621;01.10.2017
активные приверженцы;2955451644;01.01.2016
непостоянные приверженцы;2955451644;01.04.2016
активные приверженцы;2955451644;01.07.2016
непостоянные приверженцы;2955451644;01.10.2016
непостоянные приверженцы;2955451644;01.01.2017
активные приверженцы;2955451644;01.04.2017
без предпочтений;2955451644;01.07.2017
непостоянные приверженцы;2955451644;01.10.2017
без предпочтений;2955451821;01.01.2016
активные приверженцы;2955451821;01.04.2016
активные приверженцы;2955451821;01.07.2016
активные приверженцы;2955451821;01.10.2016
активные приверженцы;2955451821;01.01.2017
непостоянные приверженцы;2955451821;01.04.2017
непостоянные приверженцы;2955451821;01.07.2017
непостоянные приверженцы;2955451821;01.10.2017
активные приверженцы;2955452046;01.01.2016
непостоянные приверженцы;2955452046;01.04.2016
активные приверженцы;2955452046;01.07.2016
непостоянные приверженцы;2955452046;01.10.2016
без предпочтений;2955452046;01.01.2017
активные приверженцы;2955452046;01.04.2017
активные приверженцы;2955452046;01.07.2017
активные приверженцы;2955452046;01.10.2017
непостоянные приверженцы;2955452181;01.01.2016
активные приверженцы;2955452181;01.04.2016
активные приверженцы;2955452181;01.07.2016
активные приверженцы;2955452181;01.10.2016
непостоянные приверженцы;2955452181;01.01.2017
активные приверженцы;2955452181;01.04.2017
непостоянные приверженцы;2955452181;01.07.2017
активные приверженцы;2955452181;01.10.2017
непостоянные приверженцы;2955488465;01.01.2016
активные приверженцы;2955488465;01.04.2016
частичные приверженцы;2955488465;01.07.2016
активные приверженцы;2955488465;01.10.2016
активные приверженцы;2955488465;01.01.2017
непостоянные приверженцы;2955488465;01.04.2017
непостоянные приверженцы;2955488465;01.07.2017
активные приверженцы;2955488465;01.10.2017
без предпочтений;2955546245;01.01.2016
активные приверженцы;2955546245;01.04.2016
активные приверженцы;2955546245;01.07.2016
непостоянные приверженцы;2955546245;01.10.2016
активные приверженцы;2955546245;01.01.2017
непостоянные приверженцы;2955546245;01.04.2017
непостоянные приверженцы;2955546245;01.07.2017
непостоянные приверженцы;2955546245;01.10.2017
непостоянные приверженцы;2959995521;01.01.2016
активные приверженцы;2959995521;01.04.2016
непостоянные приверженцы;2959995521;01.07.2016
активные приверженцы;2959995521;01.10.2016
активные приверженцы;2959995521;01.01.2017
активные приверженцы;2959995521;01.04.2017
непостоянные приверженцы;2959995521;01.07.2017
активные приверженцы;2959995521;01.10.2017
активные приверженцы;296097530;01.01.2016
непостоянные приверженцы;296097530;01.04.2016
частичные приверженцы;296097530;01.07.2016
активные приверженцы;296097530;01.10.2016
непостоянные приверженцы;296097530;01.01.2017
активные приверженцы;296097530;01.04.2017
активные приверженцы;296097530;01.07.2017
активные приверженцы;296097530;01.10.2017
непостоянные приверженцы;296182535;01.01.2016
без предпочтений;296182535;01.04.2016
непостоянные приверженцы;296182535;01.07.2016
активные приверженцы;296182535;01.10.2016
непостоянные приверженцы;296182535;01.01.2017
активные приверженцы;296182535;01.04.2017
активные приверженцы;296182535;01.07.2017
непостоянные приверженцы;296182535;01.10.2017
активные приверженцы;296187330;01.01.2016
непостоянные приверженцы;296187330;01.04.2016
непостоянные приверженцы;296187330;01.07.2016
частичные приверженцы;296187330;01.10.2016
частичные приверженцы;296187330;01.01.2017
непостоянные приверженцы;296187330;01.04.2017
непостоянные приверженцы;296187330;01.07.2017
без предпочтений;296187330;01.10.2017
непостоянные приверженцы;2965259079;01.01.2016
активные приверженцы;2965259079;01.04.2016
без предпочтений;2965259079;01.07.2016
непостоянные приверженцы;2965259079;01.10.2016
активные приверженцы;2965259079;01.01.2017
активные приверженцы;2965259079;01.04.2017
непостоянные приверженцы;2965259079;01.07.2017
частичные приверженцы;2965259079;01.10.2017
активные приверженцы;2966029474;01.01.2016
активные приверженцы;2966029474;01.04.2016
активные приверженцы;2966029474;01.07.2016
без предпочтений;2966029474;01.10.2016
частичные приверженцы;2966029474;01.01.2017
непостоянные приверженцы;2966029474;01.04.2017
частичные приверженцы;2966029474;01.07.2017
частичные приверженцы;2966029474;01.10.2017
активные приверженцы;2966100801;01.01.2016
частичные приверженцы;2966100801;01.04.2016
активные приверженцы;2966100801;01.07.2016
непостоянные приверженцы;2966100801;01.10.2016
активные приверженцы;2966100801;01.01.2017
активные приверженцы;2966100801;01.04.2017
без предпочтений;2966100801;01.07.2017
непостоянные приверженцы;2966100801;01.10.2017
непостоянные приверженцы;2966101842;01.01.2016
непостоянные приверженцы;2966101842;01.04.2016
активные приверженцы;2966101842;01.07.2016
непостоянные приверженцы;2966101842;01.10.2016
без предпочтений;2966101842;01.01.2017
активные приверженцы;2966101842;01.04.2017
без предпочтений;2966101842;01.07.2017
активные приверженцы;2966101842;01.10.2017
непостоянные приверженцы;2966102437;01.01.2016
активные приверженцы;2966102437;01.04.2016
активные приверженцы;2966102437;01.07.2016
без предпочтений;2966102437;01.10.2016
активные приверженцы;2966102437;01.01.2017
непостоянные приверженцы;2966102437;01.04.2017
активные приверженцы;2966102437;01.07.2017
активные приверженцы;2966102437;01.10.2017
активные приверженцы;2966187715;01.01.2016
активные приверженцы;2966187715;01.04.2016
непостоянные приверженцы;2966187715;01.07.2016
непостоянные приверженцы;2966187715;01.10.2016
активные приверженцы;2966187715;01.01.2017
активные приверженцы;2966187715;01.04.2017
непостоянные приверженцы;2966187715;01.07.2017
непостоянные приверженцы;2966187715;01.10.2017
активные приверженцы;296995155;01.01.2016
активные приверженцы;296995155;01.04.2016
без предпочтений;296995155;01.07.2016
активные приверженцы;296995155;01.10.2016
без предпочтений;296995155;01.01.2017
активные приверженцы;296995155;01.04.2017
активные приверженцы;296995155;01.07.2017
активные приверженцы;296995155;01.10.2017
активные приверженцы;2970313094;01.01.2016
активные приверженцы;2970313094;01.04.2016
активные приверженцы;2970313094;01.07.2016
непостоянные приверженцы;2970313094;01.10.2016
непостоянные приверженцы;2970313094;01.01.2017
активные приверженцы;2970313094;01.04.2017
активные приверженцы;2970313094;01.07.2017
частичные приверженцы;2970313094;01.10.2017
активные приверженцы;2971987781;01.01.2016
активные приверженцы;2971987781;01.04.2016
активные приверженцы;2971987781;01.07.2016
активные приверженцы;2971987781;01.10.2016
активные приверженцы;2971987781;01.01.2017
непостоянные приверженцы;2971987781;01.04.2017
активные приверженцы;2971987781;01.07.2017
непостоянные приверженцы;2971987781;01.10.2017
активные приверженцы;2972049101;01.01.2016
непостоянные приверженцы;2972049101;01.04.2016
непостоянные приверженцы;2972049101;01.07.2016
активные приверженцы;2972049101;01.10.2016
активные приверженцы;2972049101;01.01.2017
активные приверженцы;2972049101;01.04.2017
активные приверженцы;2972049101;01.07.2017
без предпочтений;2972049101;01.10.2017
без предпочтений;2973700994;01.01.2016
частичные приверженцы;2973700994;01.04.2016
активные приверженцы;2973700994;01.07.2016
непостоянные приверженцы;2973700994;01.10.2016
частичные приверженцы;2973700994;01.01.2017
активные приверженцы;2973700994;01.04.2017
активные приверженцы;2973700994;01.07.2017
активные приверженцы;2973700994;01.10.2017
активные приверженцы;2974473407;01.01.2016
активные приверженцы;2974473407;01.04.2016
непостоянные приверженцы;2974473407;01.07.2016
непостоянные приверженцы;2974473407;01.10.2016
частичные приверженцы;2974473407;01.01.2017
непостоянные приверженцы;2974473407;01.04.2017
без предпочтений;2974473407;01.07.2017
активные приверженцы;2974473407;01.10.2017
активные приверженцы;2976546029;01.01.2016
частичные приверженцы;2976546029;01.04.2016
непостоянные приверженцы;2976546029;01.07.2016
активные приверженцы;2976546029;01.10.2016
активные приверженцы;2976546029;01.01.2017
без предпочтений;2976546029;01.04.2017
частичные приверженцы;2976546029;01.07.2017
непостоянные приверженцы;2976546029;01.10.2017
активные приверженцы;2980816844;01.01.2016
активные приверженцы;2980816844;01.04.2016
непостоянные приверженцы;2980816844;01.07.2016
без предпочтений;2980816844;01.10.2016
непостоянные приверженцы;2980816844;01.01.2017
активные приверженцы;2980816844;01.04.2017
без предпочтений;2980816844;01.07.2017
активные приверженцы;2980816844;01.10.2017
активные приверженцы;2980830184;01.01.2016
активные приверженцы;2980830184;01.04.2016
активные приверженцы;2980830184;01.07.2016
непостоянные приверженцы;2980830184;01.10.2016
частичные приверженцы;2980830184;01.01.2017
непостоянные приверженцы;2980830184;01.04.2017
непостоянные приверженцы;2980830184;01.07.2017
без предпочтений;2980830184;01.10.2017
активные приверженцы;2981502171;01.01.2016
без предпочтений;2981502171;01.04.2016
непостоянные приверженцы;2981502171;01.07.2016
активные приверженцы;2981502171;01.10.2016
непостоянные приверженцы;2981502171;01.01.2017
без предпочтений;2981502171;01.04.2017
активные приверженцы;2981502171;01.07.2017
непостоянные приверженцы;2981502171;01.10.2017
активные приверженцы;298270763;01.01.2016
непостоянные приверженцы;298270763;01.04.2016
непостоянные приверженцы;298270763;01.07.2016
активные приверженцы;298270763;01.10.2016
непостоянные приверженцы;298270763;01.01.2017
непостоянные приверженцы;298270763;01.04.2017
непостоянные приверженцы;298270763;01.07.2017
без предпочтений;298270763;01.10.2017
непостоянные приверженцы;2984351571;01.01.2016
активные приверженцы;2984351571;01.04.2016
частичные приверженцы;2984351571;01.07.2016
частичные приверженцы;2984351571;01.10.2016
активные приверженцы;2984351571;01.01.2017
активные приверженцы;2984351571;01.04.2017
без предпочтений;2984351571;01.07.2017
непостоянные приверженцы;2984351571;01.10.2017
активные приверженцы;298458007;01.01.2016
активные приверженцы;298458007;01.04.2016
непостоянные приверженцы;298458007;01.07.2016
непостоянные приверженцы;298458007;01.10.2016
активные приверженцы;298458007;01.01.2017
активные приверженцы;298458007;01.04.2017
непостоянные приверженцы;298458007;01.07.2017
активные приверженцы;298458007;01.10.2017
активные приверженцы;2985045170;01.01.2016
непостоянные приверженцы;2985045170;01.04.2016
активные приверженцы;2985045170;01.07.2016
непостоянные приверженцы;2985045170;01.10.2016
активные приверженцы;2985045170;01.01.2017
активные приверженцы;2985045170;01.04.2017
непостоянные приверженцы;2985045170;01.07.2017
активные приверженцы;2985045170;01.10.2017
активные приверженцы;298612667;01.01.2016
непостоянные приверженцы;298612667;01.04.2016
активные приверженцы;298612667;01.07.2016
активные приверженцы;298612667;01.10.2016
активные приверженцы;298612667;01.01.2017
активные приверженцы;298612667;01.04.2017
активные приверженцы;298612667;01.07.2017
непостоянные приверженцы;298612667;01.10.2017
частичные приверженцы;2993010104;01.01.2016
частичные приверженцы;2993010104;01.04.2016
активные приверженцы;2993010104;01.07.2016
непостоянные приверженцы;2993010104;01.10.2016
активные приверженцы;2993010104;01.01.2017
активные приверженцы;2993010104;01.04.2017
непостоянные приверженцы;2993010104;01.07.2017
частичные приверженцы;2993010104;01.10.2017
активные приверженцы;299728264;01.01.2016
активные приверженцы;299728264;01.04.2016
активные приверженцы;299728264;01.07.2016
активные приверженцы;299728264;01.10.2016
активные приверженцы;299728264;01.01.2017
непостоянные приверженцы;299728264;01.04.2017
непостоянные приверженцы;299728264;01.07.2017
непостоянные приверженцы;299728264;01.10.2017
активные приверженцы;300045696;01.01.2016
активные приверженцы;300045696;01.04.2016
непостоянные приверженцы;300045696;01.07.2016
активные приверженцы;300045696;01.10.2016
активные приверженцы;300045696;01.01.2017
активные приверженцы;300045696;01.04.2017
непостоянные приверженцы;300045696;01.07.2017
непостоянные приверженцы;300045696;01.10.2017
активные приверженцы;3010851504;01.01.2016
активные приверженцы;3010851504;01.04.2016
без предпочтений;3010851504;01.07.2016
активные приверженцы;3010851504;01.10.2016
непостоянные приверженцы;3010851504;01.01.2017
активные приверженцы;3010851504;01.04.2017
активные приверженцы;3010851504;01.07.2017
непостоянные приверженцы;3010851504;01.10.2017
активные приверженцы;3010857709;01.01.2016
активные приверженцы;3010857709;01.04.2016
непостоянные приверженцы;3010857709;01.07.2016
частичные приверженцы;3010857709;01.10.2016
непостоянные приверженцы;3010857709;01.01.2017
активные приверженцы;3010857709;01.04.2017
активные приверженцы;3010857709;01.07.2017
активные приверженцы;3010857709;01.10.2017
без предпочтений;3010924297;01.01.2016
без предпочтений;3010924297;01.04.2016
активные приверженцы;3010924297;01.07.2016
активные приверженцы;3010924297;01.10.2016
активные приверженцы;3010924297;01.01.2017
непостоянные приверженцы;3010924297;01.04.2017
активные приверженцы;3010924297;01.07.2017
непостоянные приверженцы;3010924297;01.10.2017
активные приверженцы;3011249708;01.01.2016
активные приверженцы;3011249708;01.04.2016
активные приверженцы;3011249708;01.07.2016
без предпочтений;3011249708;01.10.2016
активные приверженцы;3011249708;01.01.2017
частичные приверженцы;3011249708;01.04.2017
активные приверженцы;3011249708;01.07.2017
частичные приверженцы;3011249708;01.10.2017
активные приверженцы;301355085;01.01.2016
непостоянные приверженцы;301355085;01.04.2016
частичные приверженцы;301355085;01.07.2016
активные приверженцы;301355085;01.10.2016
непостоянные приверженцы;301355085;01.01.2017
активные приверженцы;301355085;01.04.2017
активные приверженцы;301355085;01.07.2017
активные приверженцы;301355085;01.10.2017
активные приверженцы;3014942683;01.01.2016
непостоянные приверженцы;3014942683;01.04.2016
активные приверженцы;3014942683;01.07.2016
активные приверженцы;3014942683;01.10.2016
частичные приверженцы;3014942683;01.01.2017
частичные приверженцы;3014942683;01.04.2017
активные приверженцы;3014942683;01.07.2017
без предпочтений;3014942683;01.10.2017
частичные приверженцы;3030993468;01.01.2016
активные приверженцы;3030993468;01.04.2016
непостоянные приверженцы;3030993468;01.07.2016
непостоянные приверженцы;3030993468;01.10.2016
непостоянные приверженцы;3030993468;01.01.2017
непостоянные приверженцы;3030993468;01.04.2017
непостоянные приверженцы;3030993468;01.07.2017
активные приверженцы;3030993468;01.10.2017
активные приверженцы;3032275347;01.01.2016
активные приверженцы;3032275347;01.04.2016
активные приверженцы;3032275347;01.07.2016
активные приверженцы;3032275347;01.10.2016
активные приверженцы;3032275347;01.01.2017
активные приверженцы;3032275347;01.04.2017
активные приверженцы;3032275347;01.07.2017
частичные приверженцы;3032275347;01.10.2017
непостоянные приверженцы;3033083637;01.01.2016
непостоянные приверженцы;3033083637;01.04.2016
активные приверженцы;3033083637;01.07.2016
активные приверженцы;3033083637;01.10.2016
активные приверженцы;3033083637;01.01.2017
непостоянные приверженцы;3033083637;01.04.2017
активные приверженцы;3033083637;01.07.2017
активные приверженцы;3033083637;01.10.2017
непостоянные приверженцы;303461457;01.01.2016
без предпочтений;303461457;01.04.2016
активные приверженцы;303461457;01.07.2016
без предпочтений;303461457;01.10.2016
непостоянные приверженцы;303461457;01.01.2017
активные приверженцы;303461457;01.04.2017
непостоянные приверженцы;303461457;01.07.2017
активные приверженцы;303461457;01.10.2017
активные приверженцы;303571377;01.01.2016
непостоянные приверженцы;303571377;01.04.2016
активные приверженцы;303571377;01.07.2016
непостоянные приверженцы;303571377;01.10.2016
непостоянные приверженцы;303571377;01.01.2017
активные приверженцы;303571377;01.04.2017
непостоянные приверженцы;303571377;01.07.2017
непостоянные приверженцы;303571377;01.10.2017
непостоянные приверженцы;303613019;01.01.2016
активные приверженцы;303613019;01.04.2016
активные приверженцы;303613019;01.07.2016
активные приверженцы;303613019;01.10.2016
активные приверженцы;303613019;01.01.2017
непостоянные приверженцы;303613019;01.04.2017
активные приверженцы;303613019;01.07.2017
непостоянные приверженцы;303613019;01.10.2017
активные приверженцы;303996355;01.01.2016
активные приверженцы;303996355;01.04.2016
активные приверженцы;303996355;01.07.2016
без предпочтений;303996355;01.10.2016
активные приверженцы;303996355;01.01.2017
активные приверженцы;303996355;01.04.2017
активные приверженцы;303996355;01.07.2017
непостоянные приверженцы;303996355;01.10.2017
активные приверженцы;304010319;01.01.2016
непостоянные приверженцы;304010319;01.04.2016
активные приверженцы;304010319;01.07.2016
активные приверженцы;304010319;01.10.2016
активные приверженцы;304010319;01.01.2017
активные приверженцы;304010319;01.04.2017
непостоянные приверженцы;304010319;01.07.2017
активные приверженцы;304010319;01.10.2017
активные приверженцы;304160420;01.01.2016
активные приверженцы;304160420;01.04.2016
непостоянные приверженцы;304160420;01.07.2016
непостоянные приверженцы;304160420;01.10.2016
непостоянные приверженцы;304160420;01.01.2017
непостоянные приверженцы;304160420;01.04.2017
активные приверженцы;304160420;01.07.2017
активные приверженцы;304160420;01.10.2017
активные приверженцы;3044082816;01.01.2016
непостоянные приверженцы;3044082816;01.04.2016
непостоянные приверженцы;3044082816;01.07.2016
активные приверженцы;3044082816;01.10.2016
без предпочтений;3044082816;01.01.2017
активные приверженцы;3044082816;01.04.2017
частичные приверженцы;3044082816;01.07.2017
частичные приверженцы;3044082816;01.10.2017
активные приверженцы;3044322825;01.01.2016
активные приверженцы;3044322825;01.04.2016
без предпочтений;3044322825;01.07.2016
активные приверженцы;3044322825;01.10.2016
непостоянные приверженцы;3044322825;01.01.2017
активные приверженцы;3044322825;01.04.2017
непостоянные приверженцы;3044322825;01.07.2017
без предпочтений;3044322825;01.10.2017
активные приверженцы;3044946421;01.01.2016
активные приверженцы;3044946421;01.04.2016
активные приверженцы;3044946421;01.07.2016
активные приверженцы;3044946421;01.10.2016
активные приверженцы;3044946421;01.01.2017
активные приверженцы;3044946421;01.04.2017
активные приверженцы;3044946421;01.07.2017
непостоянные приверженцы;3044946421;01.10.2017
активные приверженцы;3046688745;01.01.2016
непостоянные приверженцы;3046688745;01.04.2016
активные приверженцы;3046688745;01.07.2016
без предпочтений;3046688745;01.10.2016
активные приверженцы;3046688745;01.01.2017
активные приверженцы;3046688745;01.04.2017
активные приверженцы;3046688745;01.07.2017
активные приверженцы;3046688745;01.10.2017
активные приверженцы;304805914;01.01.2016
непостоянные приверженцы;304805914;01.04.2016
непостоянные приверженцы;304805914;01.07.2016
активные приверженцы;304805914;01.10.2016
активные приверженцы;304805914;01.01.2017
непостоянные приверженцы;304805914;01.04.2017
непостоянные приверженцы;304805914;01.07.2017
без предпочтений;304805914;01.10.2017
активные приверженцы;304839436;01.01.2016
частичные приверженцы;304839436;01.04.2016
активные приверженцы;304839436;01.07.2016
непостоянные приверженцы;304839436;01.10.2016
активные приверженцы;304839436;01.01.2017
активные приверженцы;304839436;01.04.2017
непостоянные приверженцы;304839436;01.07.2017
без предпочтений;304839436;01.10.2017
частичные приверженцы;3050917757;01.01.2016
активные приверженцы;3050917757;01.04.2016
активные приверженцы;3050917757;01.07.2016
активные приверженцы;3050917757;01.10.2016
активные приверженцы;3050917757;01.01.2017
частичные приверженцы;3050917757;01.04.2017
активные приверженцы;3050917757;01.07.2017
активные приверженцы;3050917757;01.10.2017
активные приверженцы;305463270;01.01.2016
непостоянные приверженцы;305463270;01.04.2016
активные приверженцы;305463270;01.07.2016
частичные приверженцы;305463270;01.10.2016
активные приверженцы;305463270;01.01.2017
непостоянные приверженцы;305463270;01.04.2017
активные приверженцы;305463270;01.07.2017
частичные приверженцы;305463270;01.10.2017
частичные приверженцы;305536725;01.01.2016
непостоянные приверженцы;305536725;01.04.2016
непостоянные приверженцы;305536725;01.07.2016
активные приверженцы;305536725;01.10.2016
частичные приверженцы;305536725;01.01.2017
активные приверженцы;305536725;01.04.2017
активные приверженцы;305536725;01.07.2017
частичные приверженцы;305536725;01.10.2017
непостоянные приверженцы;305921051;01.01.2016
без предпочтений;305921051;01.04.2016
активные приверженцы;305921051;01.07.2016
активные приверженцы;305921051;01.10.2016
активные приверженцы;305921051;01.01.2017
без предпочтений;305921051;01.04.2017
активные приверженцы;305921051;01.07.2017
активные приверженцы;305921051;01.10.2017
частичные приверженцы;3061426888;01.01.2016
активные приверженцы;3061426888;01.04.2016
частичные приверженцы;3061426888;01.07.2016
без предпочтений;3061426888;01.10.2016
активные приверженцы;3061426888;01.01.2017
непостоянные приверженцы;3061426888;01.04.2017
непостоянные приверженцы;3061426888;01.07.2017
непостоянные приверженцы;3061426888;01.10.2017
непостоянные приверженцы;3061821751;01.01.2016
активные приверженцы;3061821751;01.04.2016
без предпочтений;3061821751;01.07.2016
активные приверженцы;3061821751;01.10.2016
частичные приверженцы;3061821751;01.01.2017
непостоянные приверженцы;3061821751;01.04.2017
частичные приверженцы;3061821751;01.07.2017
активные приверженцы;3061821751;01.10.2017
активные приверженцы;306497167;01.01.2016
активные приверженцы;306497167;01.04.2016
частичные приверженцы;306497167;01.07.2016
активные приверженцы;306497167;01.10.2016
активные приверженцы;306497167;01.01.2017
активные приверженцы;306497167;01.04.2017
без предпочтений;306497167;01.07.2017
активные приверженцы;306497167;01.10.2017
частичные приверженцы;3065172344;01.01.2016
непостоянные приверженцы;3065172344;01.04.2016
непостоянные приверженцы;3065172344;01.07.2016
частичные приверженцы;3065172344;01.10.2016
непостоянные приверженцы;3065172344;01.01.2017
частичные приверженцы;3065172344;01.04.2017
активные приверженцы;3065172344;01.07.2017
без предпочтений;3065172344;01.10.2017
активные приверженцы;3065184363;01.01.2016
активные приверженцы;3065184363;01.04.2016
непостоянные приверженцы;3065184363;01.07.2016
активные приверженцы;3065184363;01.10.2016
непостоянные приверженцы;3065184363;01.01.2017
активные приверженцы;3065184363;01.04.2017
активные приверженцы;3065184363;01.07.2017
непостоянные приверженцы;3065184363;01.10.2017
непостоянные приверженцы;306579291;01.01.2016
активные приверженцы;306579291;01.04.2016
непостоянные приверженцы;306579291;01.07.2016
активные приверженцы;306579291;01.10.2016
без предпочтений;306579291;01.01.2017
непостоянные приверженцы;306579291;01.04.2017
без предпочтений;306579291;01.07.2017
без предпочтений;306579291;01.10.2017
активные приверженцы;3069831598;01.01.2016
активные приверженцы;3069831598;01.04.2016
непостоянные приверженцы;3069831598;01.07.2016
активные приверженцы;3069831598;01.10.2016
активные приверженцы;3069831598;01.01.2017
непостоянные приверженцы;3069831598;01.04.2017
непостоянные приверженцы;3069831598;01.07.2017
непостоянные приверженцы;3069831598;01.10.2017
частичные приверженцы;307130131;01.01.2016
непостоянные приверженцы;307130131;01.04.2016
активные приверженцы;307130131;01.07.2016
активные приверженцы;307130131;01.10.2016
активные приверженцы;307130131;01.01.2017
активные приверженцы;307130131;01.04.2017
без предпочтений;307130131;01.07.2017
активные приверженцы;307130131;01.10.2017
непостоянные приверженцы;3075330922;01.01.2016
активные приверженцы;3075330922;01.04.2016
без предпочтений;3075330922;01.07.2016
активные приверженцы;3075330922;01.10.2016
активные приверженцы;3075330922;01.01.2017
частичные приверженцы;3075330922;01.04.2017
непостоянные приверженцы;3075330922;01.07.2017
непостоянные приверженцы;3075330922;01.10.2017
активные приверженцы;3075353709;01.01.2016
частичные приверженцы;3075353709;01.04.2016
активные приверженцы;3075353709;01.07.2016
частичные приверженцы;3075353709;01.10.2016
активные приверженцы;3075353709;01.01.2017
активные приверженцы;3075353709;01.04.2017
активные приверженцы;3075353709;01.07.2017
активные приверженцы;3075353709;01.10.2017
частичные приверженцы;3079957688;01.01.2016
активные приверженцы;3079957688;01.04.2016
без предпочтений;3079957688;01.07.2016
частичные приверженцы;3079957688;01.10.2016
без предпочтений;3079957688;01.01.2017
непостоянные приверженцы;3079957688;01.04.2017
частичные приверженцы;3079957688;01.07.2017
частичные приверженцы;3079957688;01.10.2017
активные приверженцы;3079999540;01.01.2016
активные приверженцы;3079999540;01.04.2016
без предпочтений;3079999540;01.07.2016
активные приверженцы;3079999540;01.10.2016
без предпочтений;3079999540;01.01.2017
активные приверженцы;3079999540;01.04.2017
активные приверженцы;3079999540;01.07.2017
активные приверженцы;3079999540;01.10.2017
активные приверженцы;3081049802;01.01.2016
частичные приверженцы;3081049802;01.04.2016
непостоянные приверженцы;3081049802;01.07.2016
без предпочтений;3081049802;01.10.2016
активные приверженцы;3081049802;01.01.2017
непостоянные приверженцы;3081049802;01.04.2017
активные приверженцы;3081049802;01.07.2017
активные приверженцы;3081049802;01.10.2017
непостоянные приверженцы;3081554357;01.01.2016
активные приверженцы;3081554357;01.04.2016
активные приверженцы;3081554357;01.07.2016
непостоянные приверженцы;3081554357;01.10.2016
непостоянные приверженцы;3081554357;01.01.2017
активные приверженцы;3081554357;01.04.2017
активные приверженцы;3081554357;01.07.2017
непостоянные приверженцы;3081554357;01.10.2017
активные приверженцы;3081822969;01.01.2016
активные приверженцы;3081822969;01.04.2016
активные приверженцы;3081822969;01.07.2016
непостоянные приверженцы;3081822969;01.10.2016
непостоянные приверженцы;3081822969;01.01.2017
непостоянные приверженцы;3081822969;01.04.2017
непостоянные приверженцы;3081822969;01.07.2017
активные приверженцы;3081822969;01.10.2017
непостоянные приверженцы;3084544756;01.01.2016
активные приверженцы;3084544756;01.04.2016
активные приверженцы;3084544756;01.07.2016
активные приверженцы;3084544756;01.10.2016
активные приверженцы;3084544756;01.01.2017
активные приверженцы;3084544756;01.04.2017
активные приверженцы;3084544756;01.07.2017
активные приверженцы;3084544756;01.10.2017
активные приверженцы;3084778872;01.01.2016
непостоянные приверженцы;3084778872;01.04.2016
активные приверженцы;3084778872;01.07.2016
активные приверженцы;3084778872;01.10.2016
непостоянные приверженцы;3084778872;01.01.2017
активные приверженцы;3084778872;01.04.2017
активные приверженцы;3084778872;01.07.2017
активные приверженцы;3084778872;01.10.2017
активные приверженцы;3088863299;01.01.2016
активные приверженцы;3088863299;01.04.2016
частичные приверженцы;3088863299;01.07.2016
непостоянные приверженцы;3088863299;01.10.2016
активные приверженцы;3088863299;01.01.2017
активные приверженцы;3088863299;01.04.2017
непостоянные приверженцы;3088863299;01.07.2017
активные приверженцы;3088863299;01.10.2017
активные приверженцы;3089861822;01.01.2016
активные приверженцы;3089861822;01.04.2016
активные приверженцы;3089861822;01.07.2016
активные приверженцы;3089861822;01.10.2016
непостоянные приверженцы;3089861822;01.01.2017
активные приверженцы;3089861822;01.04.2017
активные приверженцы;3089861822;01.07.2017
непостоянные приверженцы;3089861822;01.10.2017
активные приверженцы;3093677441;01.01.2016
частичные приверженцы;3093677441;01.04.2016
